scene_id,line_id,speaker,emotion_note,text_raw,text_with_emoji,caption,cfg_text,cfg_caption,cfg_speaker,num_steps,num_candidates,seed,status,approved_candidate,notes
s1_mid,line_011,白雨,"放心,喘ぎ(強)",（はぁ…… ⏸️ はぁ…… ⏸️ 気持ちいい……このまま……ずっと母でいたい……）,😌🥵 （はぁ…… ⏸️ はぁ…… ⏸️ 気持ちいい……このまま……ずっと母でいたい……） 🥵,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,5055042960720922695,approved,3,intensity=medium
s1_mid,line_012,白雨,"喘ぎ(強),絶頂",（あ゛お゛お゛お゛っ…… ⏸️ 乳首が吸われて…… ⏸️ おまんこがぐちょぐちょヒクヒクしてる……）,🥵😱 （あ゛お゛お゛お゛っ…… ⏸️ 乳首が吸われて…… ⏸️ おまんこがぐちょぐちょヒクヒクしてる……） 🥵😱💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,718622613054704362,approved,3,intensity=strong
s1_mid,line_013,白雨,"喘ぎ(強),絶頂,崩壊",（ん゛ほ゛お゛お゛お゛っ…… ⏸️ 子宮が卵でパンパンに腫れて…… ⏸️ イキ狂ってる……もっと産ませてぇ……）,🥵😱😭 （ん゛ほ゛お゛お゛お゛っ…… ⏸️ 子宮が卵でパンパンに腫れて…… ⏸️ イキ狂ってる……もっと産ませてぇ……） 😱😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,4141528781251100981,approved,3,intensity=strong
s1_mid,line_014,白雨,"喘ぎ(強),絶頂,崩壊",（は゛ん゛お゛お゛お゛っ…… ⏸️ 母乳が噴き出して…… ⏸️ 壊れたまんこから愛液が垂れ流し……）,🥵😱😭 （は゛ん゛お゛お゛お゛っ…… ⏸️ 母乳が噴き出して…… ⏸️ 壊れたまんこから愛液が垂れ流し……） 😱😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,1399153400035833109,approved,3,intensity=strong
s1_mid,line_015,白雨,"喘ぎ(強),崩壊,放心",（お゛ほ゛お゛お゛っ…… ⏸️ 頭がぶっ壊れて…… ⏸️ ただの卵まみれの雌豚母……イキながら母乳出して孕ませて……）,🥵😭😌 （お゛ほ゛お゛お゛っ…… ⏸️ 頭がぶっ壊れて…… ⏸️ ただの卵まみれの雌豚母……イキながら母乳出して孕ませて……） 😭😌💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,8384698385748956323,approved,3,intensity=strong
s1_mid,line_016,白雨,"喘ぎ(強),絶頂,崩壊",（ぐ゛お゛お゛お゛っ…… ⏸️ あ゛ひ゛ぃぃっ…… ⏸️ 溶ける……子宮が溶けるまでイキ続けたい……）,🥵😱😭 （ぐ゛お゛お゛お゛っ…… ⏸️ あ゛ひ゛ぃぃっ…… ⏸️ 溶ける……子宮が溶けるまでイキ続けたい……） 😱😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,1835827942592000466,approved,3,intensity=strong
s1_boss,line_001,白雨,"恐怖,動揺",（…… ⏸️ あ…… ⏸️ 頭が……女王の口に……丸呑みにされようとして……）,😱😰 （…… ⏸️ あ…… ⏸️ 頭が……女王の口に……丸呑みにされようとして……） 😰,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,2174411730499542073,approved,3,intensity=medium
s1_boss,line_002,白雨,"恐怖,喘ぎ(弱)",（体に…… ⏸️ 力が入らない…… ⏸️ 抵抗できない……びやくが……体中を熱くしてる……）,😱🥵 （体に…… ⏸️ 力が入らない…… ⏸️ 抵抗できない……びやくが……体中を熱くしてる……） 🥵,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,53872618345839743,approved,3,intensity=medium
s1_boss,line_003,白雨,"恐怖,拒絶",…… ⏸️ やめて…… ⏸️ 頭を……飲まないで……,😱 …… ⏸️ やめて…… ⏸️ 頭を……飲まないで……,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,8005731677516351299,approved,3,intensity=medium
s1_boss,line_004,白雨,"喘ぎ(弱),恥じらい",（おまんこが…… ⏸️ 勝手にヒクヒクして…… ⏸️ 嫌なのに……もっと欲しい……）,🥵🫣 （おまんこが…… ⏸️ 勝手にヒクヒクして…… ⏸️ 嫌なのに……もっと欲しい……） 🫣,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,3188603630243227242,approved,3,intensity=medium
s1_boss,line_005,白雨,"喘ぎ(強),絶頂",んおぉおっ…… ⏸️ ！　頭が…… ⏸️ 飲まれて……おまんこが……裂けそう……,🥵😱 んおぉおっ…… ⏸️ ！　頭が…… ⏸️ 飲まれて……おまんこが……裂けそう…… 🥵😱💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,8788463210193414134,approved,3,intensity=strong
s1_boss,line_006,白雨,"喘ぎ(強),絶頂",（おまんこの奥が…… ⏸️ 触手で掻き回されて…… ⏸️ 子宮口が……開いちゃってる……）,🥵😱 （おまんこの奥が…… ⏸️ 触手で掻き回されて…… ⏸️ 子宮口が……開いちゃってる……） 🥵😱💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,7352410008055463080,approved,3,intensity=strong
s1_boss,line_007,白雨,"喘ぎ(強),崩壊",（頭の中が…… ⏸️ 甘い毒で溶ける…… ⏸️ おまんこも……一緒に溶けちゃう……）,🥵😭 （頭の中が…… ⏸️ 甘い毒で溶ける…… ⏸️ おまんこも……一緒に溶けちゃう……） 🥵😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,6705961354110845667,approved,3,intensity=strong
s1_boss,line_008,白雨,"喘ぎ(強),崩壊",（もう…… ⏸️ だめ…… ⏸️ この快楽……気持ちよすぎて……ばんにんじゃいられない……）,🥵😭 （もう…… ⏸️ だめ…… ⏸️ この快楽……気持ちよすぎて……ばんにんじゃいられない……） 🥵😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,2124083031467033789,approved,3,intensity=strong
s1_boss,line_009,白雨,"放心,喘ぎ(強)",（はぁ…… ⏸️ はぁ…… ⏸️ お腹が……卵でパンパン……子宮が……いっぱい……）,😌🥵 （はぁ…… ⏸️ はぁ…… ⏸️ お腹が……卵でパンパン……子宮が……いっぱい……） 🥵,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,4705961385965170211,approved,3,intensity=medium
s1_boss,line_010,白雨,"甘え,崩壊",（私は…… ⏸️ もう…… ⏸️ 女王の器……ただの卵を育てる肉袋……）,😏😭 （私は…… ⏸️ もう…… ⏸️ 女王の器……ただの卵を育てる肉袋……） 😭,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,3122899173730532574,approved,3,intensity=medium
s1_boss,line_011,白雨,"喘ぎ(強),絶頂",…… ⏸️ もっと…… ⏸️ 卵を……私の子宮に……いっぱい産み付けて……,🥵😱 …… ⏸️ もっと…… ⏸️ 卵を……私の子宮に……いっぱい産み付けて…… 🥵😱💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,8275280533552430044,approved,3,intensity=strong
s1_boss,line_012,白雨,"喘ぎ(強),絶頂,崩壊",（ん゛ほ゛お゛お゛お゛っ…… ⏸️ 頭が飲み込まれて…… ⏸️ おまんこが犯されて……子宮が卵でパンパン……）,🥵😱😭 （ん゛ほ゛お゛お゛お゛っ…… ⏸️ 頭が飲み込まれて…… ⏸️ おまんこが犯されて……子宮が卵でパンパン……） 😱😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,1682959379863069507,approved,3,intensity=strong
s1_boss,line_013,白雨,"喘ぎ(強),絶頂,崩壊",（は゛あ゛あ゛あ゛っ…… ⏸️ イキそうイキそう…… ⏸️ 頭の中まで蕩けてぐちゃぐちゃ……）,🥵😱😭 （は゛あ゛あ゛あ゛っ…… ⏸️ イキそうイキそう…… ⏸️ 頭の中まで蕩けてぐちゃぐちゃ……） 😱😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,1427678110676314092,approved,3,intensity=strong
s1_boss,line_014,白雨,"喘ぎ(強),絶頂,崩壊",（あ゛お゛お゛お゛っ…… ⏸️ もっと卵を…… ⏸️ 私の子宮を……いっぱいに孕ませて……壊してぇ……）,🥵😱😭 （あ゛お゛お゛お゛っ…… ⏸️ もっと卵を…… ⏸️ 私の子宮を……いっぱいに孕ませて……壊してぇ……） 😱😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,5419596594837108498,approved,3,intensity=strong
s1_boss,line_015,白雨,"喘ぎ(強),崩壊,放心",（は゛ん゛お゛お゛お゛っ…… ⏸️ もう人間じゃない…… ⏸️ ただの女王の肉オナホール……溶けるまでイキ狂いたい……）,🥵😭😌 （は゛ん゛お゛お゛お゛っ…… ⏸️ もう人間じゃない…… ⏸️ ただの女王の肉オナホール……溶けるまでイキ狂いたい……） 😭😌💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,751893496059622454,approved,3,intensity=strong
s1_boss,line_016,白雨,"喘ぎ(強),崩壊",（お゛ほ゛お゛お゛っ…… ⏸️ ぐ゛お゛お゛お゛っ…… ⏸️ 子宮が卵で溶けて……もっと注いでぇ……）,🥵😭 （お゛ほ゛お゛お゛っ…… ⏸️ ぐ゛お゛お゛お゛っ…… ⏸️ 子宮が卵で溶けて……もっと注いでぇ……） 🥵😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,4020864244749032077,approved,3,intensity=strong
s1_boss,line_017,白雨,"喘ぎ(強),崩壊",（あ゛ひ゛ぃぃっ…… ⏸️ 頭もまんこも全部壊れて…… ⏸️ イキながら孕みたい……）,🥵😭 （あ゛ひ゛ぃぃっ…… ⏸️ 頭もまんこも全部壊れて…… ⏸️ イキながら孕みたい……） 🥵😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,6873167476157723851,approved,3,intensity=strong
s2_mid,line_001,白雨,"喘ぎ(弱),困惑",（はぁ…… ⏸️ はぁ…… ⏸️ 産むの……気持ちいい……子宮が……疼いて疼いて……）,🥵😖 （はぁ…… ⏸️ はぁ…… ⏸️ 産むの……気持ちいい……子宮が……疼いて疼いて……） 😖,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,7695904426238626724,approved,3,intensity=medium
s2_mid,line_002,白雨,喘ぎ(弱),…… ⏸️ んぐっ…… ⏸️ もっと……液体を……,🥵 …… ⏸️ んぐっ…… ⏸️ もっと……液体を……,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,3403287439587994176,approved,3,intensity=medium
s2_mid,line_003,白雨,"喘ぎ(強),甘え",（もう…… ⏸️ 逃げたいなんて思わない…… ⏸️ この快楽が……大好き……）,🥵😏 （もう…… ⏸️ 逃げたいなんて思わない…… ⏸️ この快楽が……大好き……） 😏,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,7198487785622964035,approved,3,intensity=medium
s2_mid,line_004,白雨,"喘ぎ(強),絶頂",んあぁっ…… ⏸️ ！　卵が出るたびに…… ⏸️ イッちゃう……子宮が……疼いて……,🥵😱 んあぁっ…… ⏸️ ！　卵が出るたびに…… ⏸️ イッちゃう……子宮が……疼いて…… 🥵😱💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,4747074223757246110,approved,3,intensity=strong
s2_mid,line_005,白雨,"喘ぎ(強),絶頂",（産むたびに…… ⏸️ 子宮が痙攣して…… ⏸️ 頭が真っ白になる……）,🥵😱 （産むたびに…… ⏸️ 子宮が痙攣して…… ⏸️ 頭が真っ白になる……） 🥵😱💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,9205150602137543171,approved,3,intensity=strong
s2_mid,line_006,白雨,"喘ぎ(強),崩壊",（体が…… ⏸️ 産むためにできてるみたい…… ⏸️ 私は……もう繁殖体……）,🥵😭 （体が…… ⏸️ 産むためにできてるみたい…… ⏸️ 私は……もう繁殖体……） 🥵😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,6920112293055297178,approved,3,intensity=strong
s2_mid,line_007,白雨,"喘ぎ(強),絶頂",（はぁん…… ⏸️ はぁん…… ⏸️ 産むの……気持ちよすぎて……頭がおかしい……）,🥵😱 （はぁん…… ⏸️ はぁん…… ⏸️ 産むの……気持ちよすぎて……頭がおかしい……） 🥵😱💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,8905472655510743532,approved,3,intensity=strong
s2_mid,line_008,白雨,"喘ぎ(強),崩壊",（私は…… ⏸️ もう…… ⏸️ 産み出すだけの……繁殖用なえどこ……）,🥵😭 （私は…… ⏸️ もう…… ⏸️ 産み出すだけの……繁殖用なえどこ……） 🥵😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,2471893148796487443,approved,3,intensity=strong
s2_mid,line_009,白雨,"喘ぎ(強),絶頂,崩壊",（ん゛ほ゛お゛お゛お゛っ…… ⏸️ 産卵管が子宮と尻穴を同時に犯して…… ⏸️ 卵が出るたびにイキまくってる……）,🥵😱😭 （ん゛ほ゛お゛お゛お゛っ…… ⏸️ 産卵管が子宮と尻穴を同時に犯して…… ⏸️ 卵が出るたびにイキまくってる……） 😱😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,4056198979678199113,approved,3,intensity=strong
s2_mid,line_010,白雨,"喘ぎ(強),絶頂,崩壊",（は゛あ゛あ゛あ゛っ…… ⏸️ 母乳が噴き出して…… ⏸️ おまんこも尻穴もぐちょぐちょに犯されて……壊れる……）,🥵😱😭 （は゛あ゛あ゛あ゛っ…… ⏸️ 母乳が噴き出して…… ⏸️ おまんこも尻穴もぐちょぐちょに犯されて……壊れる……） 😱😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,7932134358521776082,approved,3,intensity=strong
s2_mid,line_011,白雨,"喘ぎ(強),絶頂,甘え",（あ゛お゛お゛お゛っ…… ⏸️ もっと産ませて…… ⏸️ この体を永遠になえどこに……してぇ……）,🥵😱😏 （あ゛お゛お゛お゛っ…… ⏸️ もっと産ませて…… ⏸️ この体を永遠になえどこに……してぇ……） 😱😏💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,3734167996320021659,approved,3,intensity=strong
s2_mid,line_012,白雨,"喘ぎ(強),崩壊",（は゛ん゛お゛お゛お゛っ…… ⏸️ 壊れた…… ⏸️ 産むだけの雌豚……イキながら卵を産み続けたい……）,🥵😭 （は゛ん゛お゛お゛お゛っ…… ⏸️ 壊れた…… ⏸️ 産むだけの雌豚……イキながら卵を産み続けたい……） 🥵😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,4323221432375828618,approved,3,intensity=strong
s2_mid,line_013,白雨,"喘ぎ(強),絶頂,崩壊",（お゛ほ゛お゛お゛っ…… ⏸️ ぐ゛お゛お゛お゛っ…… ⏸️ あ゛ひ゛ぃぃっ……もっと卵を……まんこにぶち込んでぇ……）,🥵😱😭 （お゛ほ゛お゛お゛っ…… ⏸️ ぐ゛お゛お゛お゛っ…… ⏸️ あ゛ひ゛ぃぃっ……もっと卵を……まんこにぶち込んでぇ……） 😱😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,2241089505489624184,approved,3,intensity=strong
s2_mid,line_014,白雨,"喘ぎ(強),崩壊",（ん゛お゛お゛お゛っ…… ⏸️ 子宮が溶けるまでイキ狂いたい……）,🥵😭 （ん゛お゛お゛お゛っ…… ⏸️ 子宮が溶けるまでイキ狂いたい……） 🥵😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,1935704103255239775,approved,3,intensity=strong
s2_boss,line_001,白雨,"恐怖,困惑",（あぁ…… ⏸️ ずっと…… ⏸️ 犯されて……おまんこが……壊れそう……）,😱😖 （あぁ…… ⏸️ ずっと…… ⏸️ 犯されて……おまんこが……壊れそう……） 😖,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,7624156465449625459,approved,3,intensity=medium
s2_boss,line_002,白雨,"喘ぎ(強),甘え",（でも…… ⏸️ この快楽…… ⏸️ もう離れたくない……）,🥵😏 （でも…… ⏸️ この快楽…… ⏸️ もう離れたくない……） 😏,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,7305233014971423939,approved,3,intensity=medium
s2_boss,line_003,白雨,"喘ぎ(強),絶頂",んぐっ…… ⏸️ んおぉっ…… ⏸️ ！　奥が……イッてる……,🥵😱 んぐっ…… ⏸️ んおぉっ…… ⏸️ ！　奥が……イッてる…… 🥵😱💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,6840247199006904309,approved,3,intensity=strong
s2_boss,line_004,白雨,"崩壊,困惑",（体が…… ⏸️ 花嫁の体に…… ⏸️ 変わっていく……誇りなんて……もういらない……）,😭😖 （体が…… ⏸️ 花嫁の体に…… ⏸️ 変わっていく……誇りなんて……もういらない……） 😭😖💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,1693268097494409023,approved,3,intensity=strong
s2_boss,line_005,白雨,"甘え,放心",（おまんこの奥が…… ⏸️ 触手で満たされて…… ⏸️ 幸せ……）,😏😌 （おまんこの奥が…… ⏸️ 触手で満たされて…… ⏸️ 幸せ……） 😌,若い女性が、クールで低めの落ち着いた声で、芯の強さを持って静かに淡々と話している。,3.0,3.0,5.0,30,3,7900649870747860808,approved,3,intensity=weak
s2_boss,line_006,白雨,"喘ぎ(強),放心",（はぁ…… ⏸️ はぁ…… ⏸️ お尻の奥が……熱い……おまんこも……アナルも……全部花嫁の穴……）,🥵😌 （はぁ…… ⏸️ はぁ…… ⏸️ お尻の奥が……熱い……おまんこも……アナルも……全部花嫁の穴……） 😌,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,7683996808116337996,approved,3,intensity=medium
s2_boss,line_007,白雨,"喘ぎ(強),甘え",（この快楽に…… ⏸️ 永遠に溺れていたい……）,🥵😏 （この快楽に…… ⏸️ 永遠に溺れていたい……） 😏,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,3090419579005380613,approved,3,intensity=medium
s2_boss,line_008,白雨,"喘ぎ(強),絶頂",（ん゛ほ゛お゛お゛お゛っ…… ⏸️ アナルが極太で広がって…… ⏸️ お尻の奥がイキまくってる……）,🥵😱 （ん゛ほ゛お゛お゛お゛っ…… ⏸️ アナルが極太で広がって…… ⏸️ お尻の奥がイキまくってる……） 🥵😱💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,8246361905264892282,approved,3,intensity=strong
s2_boss,line_009,白雨,"喘ぎ(強),絶頂,崩壊",（は゛あ゛あ゛あ゛っ…… ⏸️ 花嫁の穴が全部犯されて…… ⏸️ 子宮もアナルも溶けてぐちゃぐちゃ……）,🥵😱😭 （は゛あ゛あ゛あ゛っ…… ⏸️ 花嫁の穴が全部犯されて…… ⏸️ 子宮もアナルも溶けてぐちゃぐちゃ……） 😱😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,9223368839098926453,approved,3,intensity=strong
s2_boss,line_010,白雨,"喘ぎ(強),甘え,絶頂",（あ゛お゛お゛お゛っ…… ⏸️ もっと…… ⏸️ この体を蝿の精液でいっぱいにして……孕ませてぇ……）,🥵😏😱 （あ゛お゛お゛お゛っ…… ⏸️ もっと…… ⏸️ この体を蝿の精液でいっぱいにして……孕ませてぇ……） 😏😱💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,6579453787665626709,approved,3,intensity=strong
s2_boss,line_011,白雨,"喘ぎ(強),崩壊",（は゛ん゛お゛お゛お゛っ…… ⏸️ もう人間じゃない…… ⏸️ ただの犯され続ける花嫁雌豚……イキながら永遠に……）,🥵😭 （は゛ん゛お゛お゛お゛っ…… ⏸️ もう人間じゃない…… ⏸️ ただの犯され続ける花嫁雌豚……イキながら永遠に……） 🥵😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,3780882150143995541,approved,3,intensity=strong
s2_boss,line_012,白雨,"喘ぎ(強),絶頂,崩壊",（お゛ほ゛お゛お゛っ…… ⏸️ ぐ゛お゛お゛お゛っ…… ⏸️ あ゛ひ゛ぃぃっ……アナルまんこ全部壊して……もっと犯してぇ……）,🥵😱😭 （お゛ほ゛お゛お゛っ…… ⏸️ ぐ゛お゛お゛お゛っ…… ⏸️ あ゛ひ゛ぃぃっ……アナルまんこ全部壊して……もっと犯してぇ……） 😱😭💦,若い女性が、感情が限界に達して、低めの声が崩れながら荒い息交じりに声を漏らしている。,7.0,7.0,5.0,30,3,1575412259039636332,approved,3,intensity=strong
s3_mid,line_001,白雨,"恐怖,強がり",…… ⏸️ まだ…… ⏸️ 抵抗できる……わ……！,😱😤 …… ⏸️ まだ…… ⏸️ 抵抗できる……わ……！ 😤,若い女性が、クールで低めの声で、動揺を必死に抑えようとしながらも声が震えて話している。,5.0,5.0,5.0,30,3,265397377440556137,approved,3,intensity=medium
